,grid_index,avg,people,lon,lat
93,93,62245.024805925954,2.7209779199999993,127.04106597920885,37.53294819694771
94,94,49796.01984474077,1.6325867519999995,127.04219737273453,37.53294819152822
95,95,39836.815875792614,0.9795520511999997,127.04332876626013,37.53294818610872
96,96,0.0,0.0,127.04446015978564,37.53294818068923
97,97,0.0,0.0,127.04559155331107,37.532948175269745
98,98,0.0,0.0,127.04672294683643,37.53294816985026
99,99,0.0,0.0,127.0478543403617,37.53294816443077
100,100,0.0,0.0,127.04898573388688,37.532948159011276
101,101,0.0,0.0,127.05011712741198,37.53294815359178
102,102,0.0,0.0,127.05124852093701,37.53294814817229
103,103,0.0,0.0,127.05237991446195,37.532948142752794
104,104,0.0,0.0,127.05351130798681,37.5329481373333
105,105,0.0,0.0,127.05464270151158,37.532948131913805
106,106,0.0,0.0,127.05577409503628,37.53294812649432
107,107,0.0,0.0,127.0569054885609,37.532948121074824
108,108,0.0,0.0,127.05803688208543,37.53294811565533
109,109,0.0,0.0,127.05916827560988,37.532948110235836
110,110,0.0,0.0,127.06029966913425,37.53294810481634
111,111,0.0,0.0,127.06143106265854,37.53294809939685
112,112,0.0,0.0,127.06256245618275,37.53294809397735
113,113,0.0,0.0,127.06369384970687,37.53294808855786
114,114,0.0,0.0,127.06482524323091,37.532948083138365
115,115,0.0,0.0,127.06595663675488,37.53294807771888
116,116,0.0,0.0,127.06708803027875,37.532948072299384
117,117,0.0,0.0,127.06821942380255,37.53294806687989
118,118,0.0,0.0,127.06935081732625,37.532948061460395
119,119,0.0,0.0,127.07048221084989,37.53294805604091
120,120,0.0,0.0,127.07161360437344,37.53294805062142
121,121,0.0,0.0,127.0727449978969,37.53294804520193
122,122,2987255.465348058,334.80840959999995,127.00486137273361,37.53204736921574
123,123,3670238.023462258,467.5340159999999,127.00599275265162,37.53204736379643
124,124,4523966.22110501,688.7433599999994,127.00712413256954,37.53204735837712
125,125,4554503.667344441,721.3353599999994,127.00825551248738,37.532047352957804
126,126,4513651.630081842,688.7625599999993,127.00938689240515,37.53204734753849
127,127,4480970.000271762,669.2188799999993,127.01051827232283,37.53204734211918
128,128,4373222.203606019,570.6126719999995,127.01164965224042,37.53204733669986
129,129,4287023.966273424,511.44894719999957,127.01278103215793,37.53204733128054
130,130,4218065.376407349,475.95071231999964,127.01391241207537,37.532047325861214
131,131,4162898.504514488,454.65177139199966,127.01504379199272,37.53204732044189
132,132,4118765.0070001995,441.8724068351997,127.01617517190999,37.53204731502257
133,133,4049189.0363290347,432.8370431999997,127.01730655182718,37.53204730960326
134,134,4027797.432451837,428.78356991999965,127.01843793174427,37.53204730418394
135,135,4010684.149350079,426.3514859519997,127.0195693116613,37.532047298764624
136,136,4036830.338744465,425.87178762239967,127.02070069157824,37.5320472933453
137,137,3203580.833399178,255.2546027519999,127.0218320714951,37.53204728792598
138,138,2585272.8756494774,154.89418751999992,127.02296345141187,37.53204728250666
139,139,2096228.5616822476,95.83888896,127.02409483132857,37.532047277087344
140,140,1711995.6757991314,62.34062745599992,127.02522621124518,37.53204727166803
141,141,97257.85125925929,7.558271999999999,127.02635759116171,37.53204726624871
142,142,97257.85125925929,7.558271999999999,127.02748897107816,37.5320472608294
143,143,97257.85125925929,7.558271999999999,127.02862035099453,37.53204725541009
144,144,97257.85125925929,7.558271999999999,127.02975173091082,37.53204724999078
145,145,97257.85125925929,7.558271999999999,127.03088311082702,37.53204724457147
146,146,97257.85125925929,7.558271999999999,127.03201449074314,37.532047239152156
147,147,97257.85125925929,7.558271999999999,127.03314587065918,37.53204723373284
148,148,97257.85125925929,7.558271999999999,127.03427725057514,37.53204722831352
149,149,97257.85125925929,7.558271999999999,127.03540863049102,37.53204722289421
150,150,97257.85125925929,7.558271999999999,127.03654001040681,37.5320472174749
151,151,97257.85125925929,7.558271999999999,127.03767139032253,37.53204721205559
152,152,97257.85125925929,7.558271999999999,127.03880277023816,37.53204720663628
153,153,77806.28100740744,4.534963199999999,127.03993415015371,37.532047201216955
154,154,62245.024805925954,2.7209779199999993,127.04106553006918,37.53204719579764
155,155,49796.01984474077,1.6325867519999995,127.04219690998457,37.532047190378314
156,156,39836.815875792614,0.9795520511999997,127.04332828989988,37.532047184959005
157,157,0.0,0.0,127.0444596698151,37.53204717953969
158,158,0.0,0.0,127.04559104973023,37.532047174120365
159,159,0.0,0.0,127.04672242964529,37.53204716870104
160,160,0.0,0.0,127.04785380956027,37.532047163281725
161,161,0.0,0.0,127.04898518947516,37.53204715786241
162,162,0.0,0.0,127.05011656938997,37.5320471524431
163,163,0.0,0.0,127.0512479493047,37.53204714702378
164,164,0.0,0.0,127.05237932921935,37.53204714160447
165,165,0.0,0.0,127.05351070913392,37.532047136185156
166,166,0.0,0.0,127.0546420890484,37.53204713076584
167,167,0.0,0.0,127.0557734689628,37.53204712534653
168,168,0.0,0.0,127.05690484887712,37.53204711992721
169,169,0.0,0.0,127.05803622879137,37.5320471145079
170,170,0.0,0.0,127.05916760870552,37.53204710908859
171,171,0.0,0.0,127.06029898861959,37.532047103669264
172,172,0.0,0.0,127.06143036853359,37.53204709824995
173,173,0.0,0.0,127.06256174844751,37.53204709283063
174,174,0.0,0.0,127.06369312836134,37.532047087411314
175,175,0.0,0.0,127.06482450827508,37.532047081992
176,176,0.0,0.0,127.06595588818875,37.53204707657268
177,177,0.0,0.0,127.06708726810234,37.532047071153364
178,178,0.0,0.0,127.06821864801584,37.532047065734055
179,179,0.0,0.0,127.06935002792926,37.53204706031473
180,180,0.0,0.0,127.0704814078426,37.53204705489541
181,181,0.0,0.0,127.07161278775587,37.53204704947609
182,182,0.0,0.0,127.07274416766904,37.53204704405678
183,183,2936190.4187698085,280.52040959999994,127.00486135912392,37.531146367922176
184,184,3619172.976884009,413.2460159999999,127.00599272543224,37.53114636250304
185,185,4472901.174526761,634.4553599999995,127.00712409174047,37.53114635708389
186,186,5540061.421580202,1003.1375999999999,127.00825545804862,37.531146351664745
187,187,5601212.500339702,1115.3647999999998,127.0093868243567,37.531146346245606
188,188,5466527.754507523,951.0211199999999,127.01051819066468,37.53114634082646
189,189,5358779.95784178,852.414912,127.01164955697259,37.53114633540731
190,190,5272581.720509185,793.2511871999999,127.01278092328042,37.53114632998816
191,191,5203623.13064311,757.7529523199998,127.01391228958816,37.531146324569015
192,192,5148456.25875025,736.4540113919999,127.01504365589582,37.53114631914988
193,193,5104322.761235961,723.6746468351998,127.0161750222034,37.531146313730744
194,194,5034746.790564796,714.6392831999999,127.0173063885109,37.5311463083116
195,195,5013355.186687598,710.5858099199999,127.01843775481832,37.53114630289245
196,196,4996241.90358584,708.153725952,127.01956912112566,37.531146297473306
197,197,4036830.338744465,425.87178762239967,127.0207004874329,37.53114629205416
198,198,3203580.833399178,255.2546027519999,127.02183185374008,37.53114628663502
199,199,2585272.8756494774,154.89418751999992,127.02296322004717,37.531146281215875
200,200,2096228.5616822476,95.83888896,127.02409458635418,37.53114627579673
201,201,1711995.6757991314,62.34062745599992,127.0252259526611,37.53114627037759
202,202,121572.31407407411,12.597119999999999,127.02635731896795,37.531146264958444
203,203,121572.31407407411,12.597119999999999,127.02748868527472,37.5311462595393
204,204,121572.31407407411,12.597119999999999,127.0286200515814,37.53114625412016
205,205,121572.31407407411,12.597119999999999,127.029751417888,37.53114624870101
206,206,121572.31407407411,12.597119999999999,127.03088278419452,37.53114624328187
207,207,121572.31407407411,12.597119999999999,127.03201415050096,37.53114623786273
208,208,121572.31407407411,12.597119999999999,127.03314551680731,37.53114623244358
209,209,121572.31407407411,12.597119999999999,127.03427688311358,37.531146227024436
210,210,121572.31407407411,12.597119999999999,127.03540824941976,37.5311462216053
211,211,121572.31407407411,12.597119999999999,127.03653961572587,37.53114621618615
212,212,121572.31407407411,12.597119999999999,127.0376709820319,37.531146210767005
213,213,97257.85125925929,7.558271999999999,127.03880234833784,37.531146205347866
214,214,77806.28100740744,4.534963199999999,127.0399337146437,37.53114619992871
215,215,62245.024805925954,2.7209779199999993,127.04106508094948,37.531146194509574
216,216,49796.01984474077,1.6325867519999995,127.04219644725518,37.53114618909043
217,217,80043.23754833546,1.9591041023999993,127.0433278135608,37.53114618367128
218,218,40206.421672542834,0.9795520511999997,127.04445917986632,37.53114617825214
219,219,40206.421672542834,0.9795520511999997,127.04559054617178,37.531146172833
220,220,40206.421672542834,0.9795520511999997,127.04672191247715,37.53114616741385
221,221,40206.421672542834,0.9795520511999997,127.04785327878244,37.53114616199471
222,222,40206.421672542834,0.9795520511999997,127.04898464508764,37.53114615657556
223,223,40206.421672542834,0.9795520511999997,127.05011601139277,37.53114615115641
224,224,40206.421672542834,0.9795520511999997,127.05124737769782,37.531146145737274
225,225,40206.421672542834,0.9795520511999997,127.05237874400278,37.53114614031813
226,226,40206.421672542834,0.9795520511999997,127.05351011030766,37.53114613489898
227,227,40206.421672542834,0.9795520511999997,127.05464147661246,37.53114612947983
228,228,40206.421672542834,0.9795520511999997,127.05577284291718,37.531146124060676
229,229,40206.421672542834,0.9795520511999997,127.05690420922181,37.53114611864152
230,230,40206.421672542834,0.9795520511999997,127.05803557552636,37.53114611322237
231,231,40206.421672542834,0.9795520511999997,127.05916694183084,37.53114610780323
232,232,40206.421672542834,0.9795520511999997,127.06029830813523,37.53114610238409
233,233,40206.421672542834,0.9795520511999997,127.06142967443954,37.531146096964946
234,234,40206.421672542834,0.9795520511999997,127.06256104074376,37.5311460915458
235,235,40206.421672542834,0.9795520511999997,127.0636924070479,37.53114608612665
236,236,40206.421672542834,0.9795520511999997,127.06482377335196,37.5311460807075
237,237,40206.421672542834,0.9795520511999997,127.06595513965594,37.531146075288355
238,238,0.0,0.0,127.06708650595984,37.53114606986921
239,239,0.0,0.0,127.06821787226365,37.53114606445007
240,240,0.0,0.0,127.06934923856738,37.53114605903093
241,241,0.0,0.0,127.07048060487104,37.531146053611785
242,242,0.0,0.0,127.0716119711746,37.531146048192646
243,243,0.0,0.0,127.07274333747809,37.53114604277349
244,244,2895338.381507209,247.94760959999994,127.00486134551484,37.53024536649081
245,245,3578320.9396214094,380.6732159999999,127.00599269821407,37.530245361071835
246,246,4432049.137264162,601.8825599999994,127.00712405091323,37.53024535565287
247,247,5499209.384317603,970.5647999999999,127.00825540361231,37.53024535023391
248,248,6731156.57711231,1440.2352,127.0093867563113,37.530245344814944
249,249,6698474.947302231,1420.69152,127.0105181090102,37.53024533939598
250,250,6590727.150636487,1322.0853119999997,127.01164946170903,37.53024533397701
251,251,6504528.913303892,1262.9215871999997,127.01278081440778,37.53024532855804
252,252,6435570.323437816,1227.4233523199996,127.01391216710644,37.53024532313907
253,253,6380403.451544956,1206.1244113919995,127.01504351980502,37.53024531772011
254,254,6336269.954030667,1193.3450468351996,127.01617487250351,37.53024531230115
255,255,6266693.983359503,1184.3096831999994,127.01730622520193,37.53024530688217
256,256,6245302.379482305,1180.2562099199995,127.01843757790027,37.530245301463204
257,257,4996241.90358584,708.153725952,127.01956893059852,37.530245296044235
258,258,4036830.338744465,425.87178762239967,127.02070028329669,37.53024529062527
259,259,3203580.833399178,255.2546027519999,127.02183163599479,37.5302452852063
260,260,2585272.8756494774,154.89418751999992,127.0229629886928,37.53024527978734
261,261,2096228.5616822476,95.83888896,127.02409434139072,37.53024527436837
262,262,1753024.7021828375,64.65648199679993,127.02522569408856,37.5302452689494
263,263,162601.34045778037,14.912974540799997,127.02635704678633,37.53024526353044
264,264,192994.4189762989,23.311054540799997,127.02748839948401,37.530245258111464
265,265,192994.4189762989,23.311054540799997,127.02861975218161,37.530245252692495
266,266,192994.4189762989,23.311054540799997,127.02975110487913,37.53024524727353
267,267,192994.4189762989,23.311054540799997,127.03088245757657,37.53024524185456
268,268,192994.4189762989,23.311054540799997,127.03201381027392,37.53024523643558
269,269,192994.4189762989,23.311054540799997,127.0331451629712,37.530245231016615
270,270,192994.4189762989,23.311054540799997,127.03427651566838,37.53024522559764
271,271,192994.4189762989,23.311054540799997,127.0354078683655,37.53024522017868
272,272,192994.4189762989,23.311054540799997,127.03653922106253,37.5302452147597
273,273,162601.34045778037,14.912974540799997,127.03767057375947,37.53024520934074
274,274,138286.87764296556,9.874126540799999,127.03880192645633,37.53024520392177
275,275,118835.30739111372,6.850817740799998,127.0399332791531,37.53024519850281
276,276,103274.05118963223,5.036832460799999,127.0410646318498,37.53024519308384
277,277,90825.04622844704,3.948441292799999,127.04219598454642,37.53024518766487
278,278,121072.26393204172,4.274958643199999,127.04332733724296,37.53024518224589
279,279,91287.05347438481,3.948441292799999,127.0444586899394,37.53024517682692
280,280,91287.05347438481,3.948441292799999,127.04559004263578,37.53024517140794
281,281,91287.05347438481,3.948441292799999,127.04672139533207,37.53024516598897
282,282,91287.05347438481,3.948441292799999,127.04785274802828,37.530245160570004
283,283,50258.02709067854,1.6325867519999995,127.0489841007244,37.530245155151036
284,284,50258.02709067854,1.6325867519999995,127.05011545342045,37.53024514973207
285,285,50258.02709067854,1.6325867519999995,127.05124680611641,37.5302451443131
286,286,50258.02709067854,1.6325867519999995,127.05237815881229,37.530245138894124
287,287,50258.02709067854,1.6325867519999995,127.05350951150808,37.53024513347516
288,288,50258.02709067854,1.6325867519999995,127.0546408642038,37.5302451280562
289,289,50258.02709067854,1.6325867519999995,127.05577221689944,37.530245122637226
290,290,50258.02709067854,1.6325867519999995,127.056903569595,37.53024511721826
291,291,50258.02709067854,1.6325867519999995,127.05803492229046,37.53024511179928
292,292,50258.02709067854,1.6325867519999995,127.05916627498586,37.53024510638031
293,293,50258.02709067854,1.6325867519999995,127.06029762768117,37.53024510096134
294,294,50258.02709067854,1.6325867519999995,127.06142898037639,37.53024509554238
295,295,50258.02709067854,1.6325867519999995,127.06256033307153,37.53024509012341
296,296,50258.02709067854,1.6325867519999995,127.0636916857666,37.530245084704454
297,297,50258.02709067854,1.6325867519999995,127.06482303846158,37.53024507928547
298,298,40206.421672542834,0.9795520511999997,127.06595439115648,37.53024507386651
299,299,0.0,0.0,127.0670857438513,37.53024506844754
300,300,0.0,0.0,127.06821709654604,37.53024506302857
301,301,0.0,0.0,127.06934844924069,37.530245057609605
302,302,0.0,0.0,127.07047980193526,37.53024505219064
303,303,0.0,0.0,127.07161115462975,37.53024504677167
304,304,0.0,0.0,127.07274250732415,37.53024504135269
305,305,2862656.7516971296,228.40392959999994,127.00486133190637,37.52934436492163
306,306,3545639.3098113295,361.1295359999999,127.00599267099713,37.529344359502836
307,307,4399367.507454082,582.3388799999994,127.00712401008781,37.529344354084046
308,308,5384925.261689844,864.1411199999999,127.0082553491784,37.529344348665255
309,309,6616872.45448455,1333.8115199999997,127.00938668826892,37.529344343246464
310,310,8156806.445477928,2116.5955199999994,127.01051802735935,37.52934433782768
311,311,8130661.141629864,2104.8693119999994,127.0116493664497,37.52934433240889
312,312,8044462.90429727,2045.7055871999992,127.01278070553997,37.529344326990106
313,313,7975504.314431194,2010.2073523199992,127.01391204463016,37.529344321571315
314,314,7920337.442538334,1988.9084113919992,127.01504338372027,37.52934431615253
315,315,7876203.945024045,1976.1290468351992,127.01617472281029,37.52934431073374
316,316,7806627.97435288,1967.0936831999993,127.01730606190023,37.52934430531495
317,317,6245302.379482305,1180.2562099199995,127.0184374009901,37.52934429989616
318,318,4996241.90358584,708.153725952,127.01956874007988,37.529344294477376
319,319,4036830.338744465,425.87178762239967,127.02070007916957,37.52934428905858
320,320,3203580.833399178,255.2546027519999,127.02183141825918,37.52934428363979
321,321,2585272.8756494774,154.89418751999992,127.02296275734872,37.529344278221
322,322,2096228.5616822476,95.83888896,127.02409409643818,37.529344272802206
323,323,1753024.7021828375,64.65648199679993,127.02522543552755,37.529344267383415
324,324,172858.59705370694,16.456877567999996,127.02635677461683,37.52934426196462
325,325,203251.67557222547,24.854957567999996,127.02748811370604,37.52934425654583
326,326,241243.02372037363,38.851757568,127.02861945279517,37.52934425112704
327,327,241243.02372037363,38.851757568,127.02975079188421,37.52934424570825
328,328,241243.02372037363,38.851757568,127.03088213097317,37.529344240289454
329,329,241243.02372037363,38.851757568,127.03201347006205,37.52934423487066
330,330,241243.02372037363,38.851757568,127.03314480915085,37.52934422945187
331,331,241243.02372037363,38.851757568,127.03427614823957,37.52934422403308
332,332,241243.02372037363,38.851757568,127.0354074873282,37.52934421861429
333,333,203251.67557222547,24.854957567999996,127.03653882641674,37.52934421319549
334,334,172858.59705370694,16.456877567999996,127.03767016550522,37.52934420777671
335,335,148544.13423889212,11.418029567999998,127.03880150459361,37.52934420235791
336,336,129092.56398704028,8.394720767999997,127.03993284368191,37.529344196939114
337,337,113531.30778555879,6.580735487999998,127.04106418277013,37.52934419152032
338,338,101082.3028243736,5.492344319999998,127.04219552185828,37.52934418610154
339,339,131329.5205279683,5.818861670399998,127.04332686094634,37.52934418068275
340,340,101544.31007031137,5.492344319999998,127.04445820003431,37.529344175263965
341,341,114108.816842981,6.580735487999998,127.0455895391222,37.529344169845174
342,342,114108.816842981,6.580735487999998,127.04672087821002,37.529344164426384
343,343,103851.56024705444,5.036832460799999,127.04785221729776,37.52934415900759
344,344,62822.533863348166,2.7209779199999993,127.04898355638541,37.529344153588816
345,345,62822.533863348166,2.7209779199999993,127.05011489547297,37.529344148170026
346,346,62822.533863348166,2.7209779199999993,127.05124623456047,37.52934414275124
347,347,62822.533863348166,2.7209779199999993,127.05237757364787,37.52934413733245
348,348,62822.533863348166,2.7209779199999993,127.0535089127352,37.52934413191366
349,349,62822.533863348166,2.7209779199999993,127.05464025182243,37.52934412649487
350,350,62822.533863348166,2.7209779199999993,127.0557715909096,37.52934412107609
351,351,62822.533863348166,2.7209779199999993,127.05690292999668,37.5293441156573
352,352,62822.533863348166,2.7209779199999993,127.05803426908368,37.52934411023852
353,353,62822.533863348166,2.7209779199999993,127.05916560817059,37.52934410481973
354,354,62822.533863348166,2.7209779199999993,127.06029694725743,37.52934409940094
355,355,62822.533863348166,2.7209779199999993,127.06142828634418,37.52934409398214
356,356,62822.533863348166,2.7209779199999993,127.06255962543085,37.52934408856335
357,357,62822.533863348166,2.7209779199999993,127.06369096451743,37.52934408314455
358,358,50258.02709067854,1.6325867519999995,127.06482230360393,37.52934407772576
359,359,40206.421672542834,0.9795520511999997,127.06595364269036,37.52934407230696
360,360,0.0,0.0,127.0670849817767,37.529344066888164
361,361,0.0,0.0,127.06821632086296,37.529344061469374
362,362,0.0,0.0,127.06934765994913,37.52934405605058
363,363,0.0,0.0,127.07047899903523,37.52934405063179
364,364,0.0,0.0,127.07161033812125,37.529344045213
365,365,0.0,0.0,127.07274167720718,37.52934403979421
366,366,2836511.4478490655,216.67772159999993,127.0048613182985,37.528443363214635
367,367,3519494.005963266,349.4033279999999,127.00599264378138,37.52844335779601
368,368,4307940.209351875,518.4846719999996,127.0071239692642,37.52844335237739
369,369,5336428.419727051,801.1092519935999,127.00825529474693,37.528443346958774
370,370,6568375.612521757,1270.7796519935996,127.00938662022958,37.52844334154015
371,371,8108309.603515136,2053.5636519935993,127.01051794571214,37.528443336121526
372,372,10033227.092256853,3358.2036519935978,127.01164927119461,37.52844333070291
373,373,10012310.849178402,3351.1679271935977,127.01278059667702,37.52844332528429
374,374,9943352.259312328,3315.669692313598,127.01391192215934,37.52844331986567
375,375,9888185.387419466,3294.370751385598,127.01504324764157,37.52844331444706
376,376,9844051.889905177,3281.591386828798,127.01617457312372,37.52844330902844
377,377,7849558.430492295,1967.9160231935991,127.0173058986058,37.52844330360981
378,378,7155793.548682577,1209.3767202815993,127.01843722408779,37.528443298191185
379,379,5906733.072786111,737.2742363135997,127.0195685495697,37.52844329277257
380,380,4947321.507944735,454.99229798399944,127.02069987505152,37.52844328735395
381,381,4114072.002599447,284.3751131135999,127.02183120053327,37.52844328193533
382,382,3495764.0448497473,184.01469788159994,127.02296252601494,37.52844327651671
383,383,3006719.7308825203,124.95939932160003,127.02409385149652,37.5284432710981
384,384,2663515.87138311,93.77699235839994,127.02522517697801,37.52844326567948
385,385,1083349.7662539787,45.57738792959996,127.02635650245944,37.52844326026086
386,386,1126564.4155174054,56.54863964159995,127.02748782794077,37.528443254842244
387,387,1164555.7636655536,70.54543964159998,127.02861915342203,37.52844324942362
388,388,1212044.9488507388,93.87343964160003,127.0297504789032,37.528443244005
389,389,1212044.9488507388,93.87343964160003,127.0308818043843,37.52844323858638
390,390,1169114.492711324,93.05109964800002,127.0320131298653,37.528443233167756
391,391,1169114.492711324,93.05109964800002,127.03314445534623,37.528443227749136
392,392,1169114.492711324,93.05109964800002,127.03427578082707,37.52844322233051
393,393,1121625.3075261388,69.72309964799997,127.03540710630784,37.52844321691189
394,394,1083633.9593779908,55.72629964799995,127.03653843178853,37.52844321149327
395,395,1053240.8808594723,47.32821964799995,127.03766975726913,37.528443206074655
396,396,1028926.4180446574,42.289371647999964,127.03880108274964,37.52844320065602
397,397,1009474.8477928056,39.266062847999976,127.03993240823009,37.5284431952374
398,398,993913.5915913241,37.45207756799998,127.04106373371044,37.52844318981879
399,399,113903.8735692818,8.065516031999998,127.04219505919072,37.52844318440017
400,400,144151.09127287648,8.392033382399998,127.0433263846709,37.52844317898155
401,401,114365.88081521957,8.065516031999998,127.04445771015101,37.528443173562934
402,402,126930.38758788921,9.153907199999997,127.04558903563104,37.528443168144314
403,403,129814.45030881805,8.394720767999997,127.04672036111099,37.528443162725694
404,404,119557.19371289149,6.850817740799998,127.04785168659085,37.52844315730707
